memory_point,kind,likes,reason,author,created_at,text,url
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,love_kiss杰森,2025年12月19日 22:35,云熠星河超话布布的应援色他自己决定就好了！他有自己的审美和思想，不需要迎合大家！ ​,https://m.weibo.cn/detail/5245696353766214
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,失眠火星球,2025年12月20日 14:41,云熠星河超话 樊霄断崖式分手和许婷订婚，游书朗悲痛欲绝跳海“樊霄，你真的不爱我了吗？”游书朗穿着一件纯白色的衬衫，领口处的纽扣被解开了，露出白皙皮肤上凌乱的吻痕。他的眼角发红，声音颤抖着问道。樊霄将嘴里的烟拿下来掐灭，转头看向游书朗，说道：“我从来就没有爱过你……”游书朗听了这句话，犹如被雷劈中了一样。他不由得质问道：“从来没爱过我？那……”他指着身上的吻痕，问道：“那这是怎么回事？你不要跟我说，你和我睡觉只是因为觉得好玩！”樊霄俯下身来，用手指轻轻点着他的脸说道：“那不然你还以为我是真的动了感情吗？”说着说着，,https://m.weibo.cn/detail/5245939361252775
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,爱喝普洱茶666,2025年12月20日 06:17,郝熠然超话 1. 郝熠然是什么人间理想啊！舞台上光芒万丈，私下里软萌真诚，一整个狠狠戳中我的心巴！​2. 始于颜值，陷于才华，忠于人品——说的就是郝熠然！每一份努力都被我们看在眼里，未来继续为你打call！​3. 追郝熠然的日子，每天都被治愈！他一笑，感觉整个世界都亮起来了，云熠星河永远为你闪耀！​4. 别人的偶像千篇一律，我的郝熠然万里挑一！演技在线性格讨喜，这样的宝藏爱豆请一直火下去！​5. 从初见的惊艳到如今的偏爱，郝熠然，你是我们藏在星河里的浪漫，永远为你心动不止！,https://m.weibo.cn/detail/5245812712145358
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,寻知_Cx330,2025年12月21日 22:39,云熠星河超话 怎么办 ！ 现在入坑还来的及吗呜呜呜呜这几天在快乐小手上一直反复观看剪辑切片 怎么办 好爱 好喜欢 ​,https://m.weibo.cn/detail/5246422196425507
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,过上等生活,2025年12月21日 22:36,"云熠星河超话 今天是甜甜的剧外自不必多说12repo樊霄已经以游书朗的快乐为第一优先级，甚至开始禁欲对于这个黏糊攻来说目前最,重要的是游书朗不再继续消沉，相较于明月独照，他更希望他能守护月光。PS：虽然在主动给老婆递刀，刀自己。之后还是没忍住奖励了自己一发游书朗永远都是他自己，即使被逼迫羞辱，但他依然不愿意让樊二欺负樊霄，他知道如果是那样，太糟践人游书朗是一个本身就很好的人，他的善良不是伪善。也不是毫无底线，就像他一定明白樊霄是真的爱自己，但是他是无法原谅一个胁迫他做决定，剥夺他对自己生活主宰权的人。他的自力自强",https://m.weibo.cn/detail/5246421386921971
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,海看山爬,2025年12月21日 22:14,#云旗郝熠然来哄大家了#很好你们好好的@云旗Yunqi @郝熠然 我们也就好好的两人一狗，云熠99云熠星河超话 ​,https://m.weibo.cn/detail/5246415938261541
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,汉堡包能不能欧气一点,2025年12月21日 22:01,云熠星河超话#云旗郝熠然来哄大家了# 被追着喂糖的感觉也太好了云熠99 ​,https://m.weibo.cn/detail/5246412606408171
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,Kailin_xl1220,2025年12月21日 21:59,#云旗郝熠然来哄大家了#云熠和小星河会一直幸福下去的 ​,https://m.weibo.cn/detail/5246411987751162
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,绿豆芽儿苗,2025年12月21日 21:50,#云旗郝熠然来哄大家了#云熠星河超话: 云熠99！！！ 云熠99！！！ 云熠99！！！ 云熠99！！！ 云熠99！！！ 云熠99！！！ 云熠99！！！ 云熠99！！！ 云熠99！！！ ​冲冲冲冲冲冲冲冲冲冲冲冲冲冲 ​,https://m.weibo.cn/detail/5246409869891527
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,O浪漫至死不渝oO,2025年12月21日 21:31,云熠星河超话 事已至此，云熠99 第一次磕cp就磕到真的啦~离开了云熠谁还会宠我们 ​,https://m.weibo.cn/detail/5246404978542114
同框默契与并肩感,post,1,粉丝点评/关系记忆表达明确,绿豆芽儿苗,2025年12月21日 08:20,云熠星河超话#云熠星河# ☁️⭐#云熠星河# 早安😊😊😊建设超话，大家多多发帖，看到互相多多评论，满15个字。不知道说什么可以复制我下面那一段到处评论发帖加话题和艾特正主增加他们的热度。云熠星河，熠熠生辉，携手同行，越来越好。☁️&⭐️99@郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5246205994993462
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,北半球小也,2025年12月21日 22:49,#云旗郝熠然来哄大家了#太幸福了叭！！！！小星河想要，小星河得到。12集很好看！ ​,https://m.weibo.cn/detail/5246424600282081
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,冰旗凌88,2025年12月21日 22:17,#云旗郝熠然来哄大家了# 樊霄真的是把游书朗的这辈子安排的明明白白。毁掉了他不是理想的事业，甩掉只想消耗他的亲情，给了他致命的爱情体验。留下了对他有点温暖的老师（师生情），给了他救赎自己的添添（亲情）。最后让他自主选择了是否愿意再来一次的爱人 @郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5246416503177928
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,普普的小狗,2025年12月21日 21:42,#云旗郝熠然来哄大家了# 每周都有豹豹猫猫哄，我们小星河也太幸福了叭云熠星河超话 ​,https://m.weibo.cn/detail/5246407772474685
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,荔枝冻竹笋,2025年12月21日 00:04,云熠星河超话 猴普冬至快乐！小星河们冬至快乐！晚安呐~ ​,https://m.weibo.cn/detail/5246081239878790
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,星河_溪月,2025年12月22日 12:51,郝熠然超话到底是怎样的契机，让我这个老阿姨又开始春心萌动了呢十年前没玩明白的微博又下载回来，虚心请教怎样能为他们助力。🫘专门找了个号剪他俩的视频，努力把习惯输入变成输出。蹲点看他俩小红薯的直播，看着他们自然不做作的互动，体会到单纯的快乐。近几年活人微亖的状态，灵魂就像被保鲜膜一层层包裹，几近缠到窒息。无处安放的情绪迫切需要一个发泄的途径。游主任就是在这个时刻闯进了生活。其实我是从广播剧入坑的，三天没日没夜的听，心被揪的酸疼，却破开了那一层桎梏。后来刷到剧，逐渐上头，普普细腻的演绎，导演给到的光影，镜头感，意识流，,https://m.weibo.cn/detail/5246636415782551
双向奔赴与爱意传递,post,1,粉丝点评/关系记忆表达明确,西达不爱吃素,2025年12月22日 09:07,"云熠星河超话 “你的名字是不可言说的万语千言 笔砚一染 爱意不变“ “𝒴𝓸𝓊𝓇 𝓃𝒶𝓂𝓮 𝒾𝓈 𝓊𝓃𝓈𝓅𝓮𝒶𝓀𝒶𝒷𝓁𝓮, 𝒶𝓃𝒹 𝓎𝓸𝓊𝓇 𝓁𝓸𝓋𝓮 𝓌𝒾𝓁𝓁 𝓃𝓮𝓋𝓮𝓇 𝒸𝒽𝒶𝓃𝓰𝓮.""@云旗Yunqi @郝熠然 #云熠星河##云旗郝熠然来哄大家了#",https://m.weibo.cn/detail/5246580097552448
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,·韶歌浅吟,2025年12月22日 00:21,#云旗郝熠然来哄大家了# 浪迹内娱这么多年，什么大风大浪没见过啊。可这么坦诚的，这么照顾体恤粉丝的，这么有求必应还是头一遭啊从认识他们到现在虽然才短短数日，但从他俩的剧里，直播里，花絮里，剧透里都看到真实感，尤其是对剧里角色的采访，郝熠然对游书朗，云旗对樊霄，游书朗与樊霄，郝熠然与云旗，都是彼此的成全。虽然目前的剧情很虐，但是观剧的我很满意（看剧的时候不算）今天真的有被哄好了，冬至已过，春天也快来了，大家以后一起走花路吧~~~@郝熠然 @云旗Yunqi,https://m.weibo.cn/detail/5246447790592807
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,AAS天生丽质,2025年12月23日 22:54,云熠星河超话#云熠星河# 你俩未来可期，山路皆是坦荡。一起走花路吧。@郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5247150755419784
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,私藏月色给你,2025年12月23日 22:32,云熠星河超话 太真诚了两位老师 下次会更好的 ​,https://m.weibo.cn/detail/5247145042255806
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,超级好运ya,2025年12月23日 22:26,#云熠星河# #云旗郝熠然# 能喜欢你们真的是我的幸运愿未来的未来每一天你们都越来越好@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5247143499796982
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,YY_iuaaa,2025年12月23日 22:22,云熠星河超话 不多说了，云熠99 ​,https://m.weibo.cn/detail/5247142622396897
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,跳过一声,2025年12月23日 22:20,云熠星河超话 @云旗Yunqi @郝熠然 每次看你们的直播一点儿也不无聊真的！我看的很开心啊，嘴角都压不下来！非常喜欢了～因为你们的互动自然随意，就是满满的活人感，你们带来的情绪价值一扫当牛马的疲惫！看着你们打打闹闹，就会真心感谢原来还有这样值得开心的事儿！应援色是青色我也投了他一票，因为很喜欢“旗熠青”这个名字，希望这个名字能祝福云旗和郝熠然，青云直上冲九霄！普普直播时不要紧张，才十几万而已，以后人气会更高更多人喜欢你们关注你们，看不到弹幕就提前收集一些大家都感兴趣的话题，或者再准备个备用机～没关系咱们一起做的,https://m.weibo.cn/detail/5247142121701717
直播互动与口头名场面,post,1,粉丝点评/关系记忆表达明确,小胖花花啾,2025年12月23日 21:05,云熠星河超话 今天是我第一次看直播，以前都是看的切片。感觉挺温馨的。看完心情特别好。就是没有截图的习惯，所以后来反应过来忘记截图了。直播让云旗说粤语，我觉得是因为粤语很好听，想听你的声音啦！@云旗Yunqi 干嘛因为粤语很普通就不说了呢喜欢两位很自然的互动，谢谢你们哦！@郝熠然,https://m.weibo.cn/detail/5247123298717757
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,寒烟柔普洱,2025年12月23日 00:06,"云熠星河超话#云旗郝熠然##云旗眼里的郝熠然# @云旗Yunqi @郝熠然 “你的每一部作品都充满了你的心血和努力，值得被尊重𝓔𝓿𝓮𝓻𝔂 𝓸𝓷𝓮 𝓸𝓯 𝔂𝓸𝓾𝓻 𝔀𝓸𝓻𝓴𝓼 𝓲𝓼 𝓯𝓾𝓵𝓵 𝓸𝓯 𝔂𝓸𝓾𝓻 𝓮𝓯𝓯𝓸𝓻𝓽𝓼 𝓪𝓷𝓭 𝓮𝓯𝓯𝓸𝓻𝓽𝓼, 𝓪𝓷𝓭 𝓭𝓮𝓼𝓮𝓻𝓿𝓮𝓼 𝓽𝓸 𝓫𝓮 𝓻𝓮𝓼𝓹𝓮𝓬𝓽𝓮𝓭.”",https://m.weibo.cn/detail/5246806348530195
直播互动与口头名场面,post,1,粉丝点评/关系记忆表达明确,KittyCosmos,2025年12月23日 22:17,云熠星河超话 头一次遇到这么真诚的两个人啊 上次🫘直播突然被抬了 就来给我们道歉，这次也是 我真的对真诚的人完全没有抵抗力豹豹猫猫小星河会一直在的@郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5247141330028370
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,梦想是微笑,2025年12月23日 22:16,郝熠然超话 爱的就是你们真实的样子性格 超级感性的两个人，希望能陪你们一起走很久很久@郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5247141003924417
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,lulu不是鹿鹿,2025年12月23日 22:05,郝熠然超话演员云旗超话#云熠星河##云熠小世界##向全世界安利郝熠然##向全世界安利云旗# 2025.12.23直播微卷普普整场直播下来是谁@云旗Yunqi 就差没有一直挂在普普@郝熠然 身上呢今天直播有说，应援色普普和云旗会更喜欢旗熠青我也喜欢这个色，寓意也好，青云直上 ​,https://m.weibo.cn/detail/5247138414994370
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,aboutttyu,2025年12月23日 22:08,云熠星河超话 孩子喜欢青色，能不能给他们按旗熠青做应援色啊🥺 ​,https://m.weibo.cn/detail/5247139147941463
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,Sigh赴月-,2025年12月23日 21:29,#云旗郝熠然来哄大家了# 🌌#云熠星河# 云熠99老爹和爹地认可我的旗熠青✌︎˶╹ꇴ╹˶✌︎ ​,https://m.weibo.cn/detail/5247129184374924
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,yu-0617,2025年12月23日 21:17,演员云旗超话 ☁️ #云旗# 我想与你一起燃烧，我想做你来生的遗物，我想给你的，是我曾经无法企及的深邃，宽广还有高度。我想独独观赏你呀。“对我，也说爱好么？”旗熠青！青青卿卿～@云旗Yunqi ​,https://m.weibo.cn/detail/5247126134073248
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,阿潍要平安喜乐,2025年12月23日 21:15,#云熠星河# 🌌#云旗郝熠然# 这次真的不一样，云熠会越来越好，小星河永远支持，一起走花路吧🎉我的家产真的超配超甜！@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5247125772567595
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,桃花满袖,2025年12月24日 22:33,云熠星河超话 考古发现，这个游主任好嫩啊，喜欢这个发型，好有生命力啊 ​,https://m.weibo.cn/detail/5247507747573453
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,淡然木夜_雷雷,2025年12月24日 21:40,#云熠星河##云旗郝熠然# 祝大家平安夜快乐🍎对个暗号哈，云熠99❤️12.7号正式加入52小星河雷雷来了🌌@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5247494487539727
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,Yuki_xiaoman,2025年12月24日 21:22,云熠星河超话 圣诞限定锁屏，很喜欢感谢2025年的末尾给我们带来的快乐和感动，你们非常棒，祝以后越来越好哦 ​,https://m.weibo.cn/detail/5247489959534614
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,52yunyixinghe52,2025年12月24日 20:33,云熠星河超话#云熠星河#演员云旗超话郝熠然超话#云旗郝熠然# 旗熠青也太好看了吧！！ ​,https://m.weibo.cn/detail/5247477495104314
同框默契与并肩感,post,1,粉丝点评/关系记忆表达明确,普洱味西瓜_云熠澳门演唱会2次版,2025年12月24日 13:21,郝熠然超话云熠星河超话 他们开辟的，是一片叫“真诚”的净土。在这个套路横行的世界里，他们却选择了一条最笨的路：把真心摊开给你看。别人的糖在热搜里，他们的糖在突然开播的镜头前、在随手分享的生活碎片里、在那些怕你错过所以特意放大的细节里。没有工业感的流水线，只有两个人并肩站着，大方地说：“看，我们就是这样。”他们不是在卖弄甜蜜，他们是在践行一种古老的浪漫：真诚、坦荡，且愿意与你分享。这片他们亲手创出的“净土”，不长荆棘，只生玫瑰。而香气，足以吸引所有相信真心的人。@云旗Yunqi @郝熠然,https://m.weibo.cn/detail/5247368929739702
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,憨憨儿小马,2025年12月24日 08:53,云熠星河超话 🌌#云旗郝熠然# “青”有“早梅结青实，残樱落红珠。——白居易《官舍》”；有“杨柳东风树，青青夹御河。——王之涣《送别》”；有“青荷盖绿水，芙蓉披红鲜。——佚名《青阳渡》”；有“苔痕上阶绿，草色入帘青。——刘禹锡《陋室铭》”；有“青青河畔草，绵绵思远道。——佚名《饮马长城窟行》”；有“新霜彻晓报秋深，染尽青林作颂林。——范成大《秋日田园杂兴》”；……而在这里“旗—熠—青”藏着你们的名字；@云旗Yunqi @郝熠然 “青”含着我们小星河的祝福；旗开得胜，熠然生辉，星河汇聚，祝福我们未来都好！,https://m.weibo.cn/detail/5247301372086072
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,CCclock,2025年12月24日 01:13,云熠星河超话左右脑博弈了很久，终于想明白了一些东西。此刻可能真的明白了云旗小作文里所说的同行的人，你们是机缘巧合遇见并决定一起前行的人，在前行的道路上你们能够给对方其他人给不了的支持，陪伴和力量。你们不应该被简单定义为伴侣cp ，希望这也不要成为你们未来的压力与枷锁，你们是一同前行的人。今天的直播，在感受普普的谨慎与压力后，心里边便五味杂陈，下播后看到两位的手写信真的是破防了，来时路的不容易让普普对机会格外珍惜，对粉丝非常珍视，所以骤增的直播人数隔着屏幕都能感受普普的紧张，，这样的普普让我看得有点心疼。在经过上一,https://m.weibo.cn/detail/5247185602217822
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,看着你只看你,2025年12月24日 20:33,云熠星河超话 已设置 旗熠青 ​,https://m.weibo.cn/detail/5247477483831702
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,海棠知雨,2025年12月24日 11:18,云熠星河超话 旗熠青反过来就是亲一起 ​,https://m.weibo.cn/detail/5247337827931357
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,执柴点星aipupu,2025年12月24日 10:23,云熠星河超话 #云旗郝熠然# 天青色等烟雨，而我在等你，炊烟袅袅升起，隔江千万里，在瓶底书刻隶仿前朝的飘逸，就当我为遇见你伏笔！（旗熠青+由来） ​​​@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5247324042562802
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,大大1823szd,2025年12月24日 09:43,旗熠青，QY青，就是最好看的颜色！太爽啦！云熠星河超话 ​,https://m.weibo.cn/detail/5247313991961486
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,yun拾染qi,2025年12月24日 09:18,#云旗郝熠然应援色旗熠青# 我的CP天下第一好 ​,https://m.weibo.cn/detail/5247307823974419
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,只只只只欧周呀,2025年12月24日 09:13,选什么都行，只要正主喜欢认可，我都行，毕竟我喜欢的是你们两个人，其他的都是附属品。另外旗熠青很好，很有意义，无论怎么做总会有人不满意，所以不必在意，做自己就好啦#云熠星河##云旗郝熠然#云熠星河超话 ​,https://m.weibo.cn/detail/5247306527935312
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,艾洛琦蛋糕店,2025年12月24日 06:46,旗熠青！正主喜欢这个颜色那就这个应援色好了！雨过天晴！早安么么哒😘@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5247269521328002
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,冬叙_云熠,2025年12月24日 01:30,云熠星河超话 喜欢旗熠青，不仅是我们所喜爱的，最重要也是他们喜爱并认可的，希望我们能一直和他们一起，青旗熠熠，共历风云伴月明。 ​,https://m.weibo.cn/detail/5247189991293287
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,呱呱呱的艳阳天,2025年12月24日 17:28,云熠星河超话 金超了呢，小星河陪着一起走🌸路。只要路是对的，坚持做自己一定没错的。幸运的是我们可以陪着你们一路成长。太幸福了 ​,https://m.weibo.cn/detail/5247431009894897
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,甜热热的夏日限定,2025年12月24日 15:01,甜度超标…………。相比于别人的cp 粉，做你们的粉丝真的太太太幸福了～不用被唯粉狙。还被正主承认，正主给选应援色，正主给选粉丝名～小星河很幸福～你们愿意为我们费心就很好啦。#甜度超标#云熠星河超话 @超话社区 @郝熠然 @云旗Yunqi L甜热热的夏日限定的微博视频 ​,https://m.weibo.cn/detail/5247393952170637
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,吃饱了撑着000,2025年12月24日 09:50,云熠星河超话 🌟#云熠星河# 从此，我们小星河有应援色啦，我们都很喜欢哦@郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5247315766151556
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,一只困比熊,2025年12月25日 22:52,云熠星河超话 🌌#云旗郝熠然#旗熠青真是美好的颜色，每一次敲击“青”字都仿佛摩挲了一遍你们的名字。@云旗Yunqi@郝熠然 ​,https://m.weibo.cn/detail/5247875044872715
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,海棠知雨,2025年12月25日 22:43,云熠星河超话 家产的眼光还是太权威了真的很好看的应援色 ​,https://m.weibo.cn/detail/5247872678760174
双向奔赴与爱意传递,post,1,粉丝点评/关系记忆表达明确,一只困比熊,2025年12月25日 22:41,云熠星河超话 🌌#云旗郝熠然#比太阳还要热烈璀璨的是星云永熠的光芒，愿你们星途闪耀，爱意常伴。@云旗Yunqi@郝熠然 ​,https://m.weibo.cn/detail/5247872193004887
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,仁体艺术鉴赏加,2025年12月25日 21:26,云熠星河超话 进去就是云熠99 ​,https://m.weibo.cn/detail/5247853355084693
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,治不开心药oo,2025年12月25日 21:15,云熠星河超话 🌌#云熠星河# ˚☆ 十二月系上了圣诞结୨୧ *🎄🎁🧣平安・喜樂 Lucky ¹² ₂₅｜圣诞快樂🎄🎅✨祝圣诞节开心，幸福到永远!💝人间冬日，恰逢圣诞，岁岁年年常相似，年年岁岁捷安好💝 ​​​,https://m.weibo.cn/detail/5247850440556571
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,热干面_对就是热干面,2025年12月25日 21:06,云熠星河超话 //圣诞快乐🎄🎄🎄🎄🎄🎄🧡#郝熠然##云旗# ​ 专栏 · 云熠小星河 ​,https://m.weibo.cn/detail/5247848140509342
同框默契与并肩感,post,1,粉丝点评/关系记忆表达明确,-_阿姒,2025年12月25日 15:41,云熠星河超话 光影交织处，故事悄然发生。一个炽热如星河倾洒，一个沉静似深海凝光。片场交换的眼神里藏着未尽的台词，并肩时衣袖轻触的温度写下最好注解。戏里春秋，戏外长夏，每一次同框都是心照不宣的浪漫诗行。演员云旗超话 郝熠然超话 #云旗# #郝熠然# 愿这份默契永如初遇，在平行世界里继续生长。圣诞快乐🎄 @云旗Yunqi @郝熠然,https://m.weibo.cn/detail/5247766364423719
角色作品入坑与真诚努力,post,1,粉丝点评/关系记忆表达明确,阿琪的兴兴,2025年12月25日 11:09,云熠星河超话 🌌#云旗郝熠然# 沉溺在爱人的怀抱你是他最恨的世界里最爱的人可是恨的人没死成 爱的人没可能樊霄永远爱游书朗游主任和樊小狗要幸福甜蜜哦💕Bgm：爱人-莉莉周她说歌词排版：不胜酒力的春云熠星河 祝云旗郝熠然两位老师事业蒸蒸日上52星河 完整版视频见B站同名～小星河们圣诞快乐哦@云旗Yunqi @郝熠然,https://m.weibo.cn/detail/5247697925968951
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,落日归山海leo_,2025年12月25日 18:59,云熠星河超话 🌌#云旗郝熠然# 小星河想要，小星河得到节日快乐啊 ☁️7 普普 粉上你们真的好幸福圣诞至，瑞光映梦程🎄⋆ ☆₊⋆ 🎄 ⋆*☆*🧣⋆·˚ ༘至此十二月系上了圣诞结@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5247816280575123
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,星河请入云熠梦,2025年12月25日 18:02,云熠星河超话 #云旗郝熠然# 圣诞快乐🎄 元旦快乐🎊情义绵绵山海云熠耀耀星河小星河㊗️云熠99 @郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5247801850074756
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,颜尹-,2025年12月25日 00:39,云熠星河超话 普普布布圣诞节快乐@郝熠然 @云旗Yunqi 小星河圣诞快乐 ​,https://m.weibo.cn/detail/5247539453625779
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,乌哈胡哈,2025年12月26日 22:01,云熠星河超话🌌#云熠星河# 爱情的味道，云熠99！最近要忌口，买给朋友品尝@郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5248224521631224
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,黑暗坠星河,2025年12月26日 21:29,云熠星河超话 🌌#云熠星河# 咱磕CP的一贯风格，就是两位哥哥全肯定，我选择的我宠着，不去细究曾经，不去追求未来。只希望他是他，他们是他们，做他们喜欢的事，追他们爱追的梦，越来越好，顶峰相见。看到美好的物料点赞，保存，出了喜爱的周边拿下。选择是双向的，不用去因为废了钱用了心就有优越感，所以平和心态，每段美好都存在。人生这条路，这一程有人陪伴都是幸运和缘分。不用纠结，不用担心，在自己爱的路上大步往前走吧，这世间有很多温柔。（第一次发售第一天没有错过，骄傲的再发一次自己拿下的，一个不漏）@郝熠然 @云旗Yunqi,https://m.weibo.cn/detail/5248216498180211
直播互动与口头名场面,post,1,粉丝点评/关系记忆表达明确,超爱普洱味的冰旗凌,2025年12月26日 14:18,#云熠星河# 🌌#云旗郝熠然# 一切的开始源于一次好奇，无意间点开推荐的视频，从此一发不可收拾，下了好多相关app，每天就追剧，没有更新的日子就看广播剧，看小说，把多年没用的🧣重新下回来了，dy 小红书看到点开就是连续推荐的程度，每天蹲微博刷关于他们一切，从来不追星的我也开始了追星之旅，剧内让我无法自拔，剧外更是真诚纯粹，直播跟大家互动会满足大家提的要求，甚至还有手写感谢信，最搞笑的是小高宝宝知道大家为他的字迹发愁，默默练字帖，希望他们越来越好，营业的日子我会一直陪伴,https://m.weibo.cn/detail/5248108096131070
旗熠青海与应援色,post,1,粉丝点评/关系记忆表达明确,超爱普洱味的冰旗凌,2025年12月26日 19:31,#云熠星河# 🌌#云旗郝熠然# 旗熠青真是美好的颜色，每一次敲击“青”字都仿佛摩挲了一遍你们的名字。@云旗Yunqi@郝熠然 ​,https://m.weibo.cn/detail/5248186774194909
星河宇宙与引力文案,post,1,粉丝点评/关系记忆表达明确,橙意52,2025年12月26日 09:53,"云熠星河超话#恭喜云熠星河超话发帖量破2万# 浮世万千，吾爱有三。青云与星河相遇，万分幸运所得的旗熠青，是我们抬头时的目光所至；而霞光熠熠是为""朝""，暮云落日是为""暮"";普普，布布，你们是星河的朝朝暮暮!! ​",https://m.weibo.cn/detail/5248041389130385
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,云熠恋曲,2025年12月27日 22:50,#云熠星河#云熠99♡没有哪个男人比你更好♡大家都快来看这个52！！！ ​,https://m.weibo.cn/detail/5248599316759662
小星河与引力场守护,post,1,粉丝点评/关系记忆表达明确,52yunyixinghe52,2025年12月27日 22:07,#云熠星河# 🌌 #云旗郝熠然# 小星河已收到永远不堵车！永远不加班！遇见你们我的大数据终于对了！我们就是一伙的！今后一起走！期待与你的每一次相见！好运常驻！每个愿望都实现！！爱你们 @云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5248588322972975
直播互动与口头名场面,post,1,粉丝点评/关系记忆表达明确,熠枚糯米云团子,2025年12月28日 22:56,演员云旗超话#云旗郝熠然#🌌#云熠星河#小星河来喽！有谁注意到直播☁️扒拉几次普普到自己怀里？！新鲜出炉的图片！爱云熠才是永恒的主题。@云旗Yunqi@郝熠然 ​​​,https://m.weibo.cn/detail/5248963004863194
不拆承诺与1.4定海神针,post,1,粉丝点评/关系记忆表达明确,不染Leo,2025年12月28日 22:55,云熠星河超话 🌌#云熠星河# 爱看的可不止我 岁岁年年后劲比我大 L不染Leo的微博视频 ​,https://m.weibo.cn/detail/5248962959250234
