collab_id,series_name,primary_brand,partner_names,partner_type,category,release_date,announcement_date,availability_region,brand_region,collection_size,price_min,price_max,currency,sales_channels,official_url,source_urls,primary_image_url,image_credit,confidence_level,notes,last_checked
Q12026-086,BAPE x CLOT Collection,A Bathing Ape (BAPE),CLOT,streetwear brand,streetwear; footwear; apparel,2026-01-17,2026-01-15,BAPE; Juice Store; select retailers; online,Japan; Hong Kong,,,,,BAPE; Juice Store; select retailers,https://www.soleretriever.com/news/articles/bape-clot-collection-release-date-january-2026,https://www.soleretriever.com/news/articles/bape-clot-collection-release-date-january-2026,"https://images.soleretriever.com/blog/40b85eaf43a323e44f917b0012e3efa817bf7393-620x380.png?rect=0,27,620,326&w=1200&h=630&fit=fill&auto=format",BAPE / CLOT / Sole Retriever,medium,Head-to-toe capsule with BAPE STA footwear; official BAPE/Juice confirmation should be added in next pass.,2026-05-31
Q12026-087,"LIFE TIME x EVEREVE Sporty, Styled Up Capsule",EVEREVE,Life Time,wellness / fitness organization,apparel; accessories; athleisure,2026-01-22,2026-01-15,United States; EVEREVE stores; select Life Time destinations; online,United States,15,36,88,USD,EVEREVE stores; Life Time destinations; evereve.com; shop.lifetime.life,https://www.prnewswire.com/news-releases/sporty-styled-up-category-leaders-life-time-and-evereve-unveil-exclusive-capsule-collection-designed-for-real-life-available-january-22-302662786.html,https://www.prnewswire.com/news-releases/sporty-styled-up-category-leaders-life-time-and-evereve-unveil-exclusive-capsule-collection-designed-for-real-life-available-january-22-302662786.html,https://mma.prnewswire.com/media/2862967/Life_Time_x_EVEREVE.jpg?p=facebook,Life Time / EVEREVE,high,15-piece athletic-inspired women's capsule; release and channels stated in press release.,2026-05-31
Q12026-088,Madhappy x PUMA Second Capsule Collection,PUMA,Madhappy,fashion / lifestyle brand,footwear; apparel; accessories,2026-03-06,2026-03-01,Madhappy first; wider PUMA release from 2026-03-12,Germany; United States,21,50,175,USD,Madhappy; PUMA,https://hypebeast.com/2026/3/madhappy-puma-capsule-collaboration-release-info,https://hypebeast.com/2026/3/madhappy-puma-capsule-collaboration-release-info,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2026%2F03%2F02%2Fmadhappy-puma-capsule-collaboration-release-info-tw.jpg?w=1080&cbr=1&q=90&fit=max,Madhappy / PUMA / Hypebeast,medium,"Second capsule spans footwear, apparel and accessories; use March 6 first availability as Q1 release date.",2026-05-31
Q12026-089,AGLXY x Comeback Kid Capsule,AGLXY / Ageless Galaxy,Comeback Kid,music artist / band,streetwear; apparel; accessories,2026-01-26,2026-01-26,Indonesia; online,Indonesia; Canada,,,,,Ageless Galaxy flagship store; online webstore,https://hypebeast.com/2026/1/aglxy-ageless-galaxy-comback-kid-capsule-collaboration-release-info,https://hypebeast.com/2026/1/aglxy-ageless-galaxy-comback-kid-capsule-collaboration-release-info,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2026%2F01%2F21%2Faglxy-ageless-galaxy-comback-kid-capsule-collaboration-release-info-tw.jpg?w=1080&cbr=1&q=90&fit=max,AGLXY / Comeback Kid / Hypebeast,medium,Streetwear capsule tied to Comeback Kid's Wake the Dead anniversary; add brand-owned source if recovered.,2026-05-31
Q12026-090,Zales x Sweethearts Valentine's Day 2026 Charm Capsule,Zales,Sweethearts / Spangler Candy,confectionery IP / brand,jewelry; accessories,2026-02-03,2026-02-04,United States; online,United States,3,49.99,49.99,USD,Zales.com,https://www.businesswire.com/news/home/20260203969786/en/,https://www.businesswire.com/news/home/20260203969786/en/,https://mms.businesswire.com/media/20260203969786/en/2711031/22/ZAL_SWTHRT_PRCrops_HeroImage19x16.jpg,Zales / Sweethearts,high,"Limited-edition 10K gold charm capsule officially launching February 3, 2026.",2026-05-31
Q12026-091,Weekend Max Mara x Sebago A Weekend with Sebago SS2026,Weekend Max Mara,Sebago,footwear brand,footwear,2026-03-23,2026-03-23,Weekend Max Mara boutiques; online,Italy; United States,4,319,319,EUR,Weekend Max Mara boutiques; Weekend Max Mara e-shop,https://fashionunited.fr/actualite/mode/weekend-max-mara-et-sebago-lultime-escale-de-leur-collaboration-pour-lete-2026/2026032341121,https://fashionunited.fr/actualite/mode/weekend-max-mara-et-sebago-lultime-escale-de-leur-collaboration-pour-lete-2026/2026032341121,https://r.fashionunited.com/bML0q0trYQa_riGX45Ql3vgfRlHsoKSjq-cqcmnG6OQ/resize:fit:1200:630:0/gravity:ce/quality:70/aHR0cHM6Ly9mYXNoaW9udW5pdGVkLmNvbS9pbWcvdXBsb2FkLzIwMjYvMDMvMjMvNTUyMTAxNjQwNjAwMi1hY2Nlc3Nvcmllcy1kZXRhaWwtMS0xNDEwMzMyMS1pbGF2MGc1YS0yMDI2LTAzLTIzLmpwZWc.jpeg,Weekend Max Mara / Sebago / FashionUnited,high,Third and final A Weekend with Sebago chapter; source states it is already available in boutiques and e-shop.,2026-05-31
Q12026-092,Fred Perry x Kris Van Assche Uniform of Youth,Fred Perry,Kris Van Assche,designer,apparel; tailoring,2026-02-19,2026-02-23,global,United Kingdom; Belgium,13,,,,Fred Perry global channels; selected retailers,https://fashionunited.uk/tags/fred-perry,https://fashionunited.uk/tags/fred-perry,,Fred Perry / Kris Van Assche / FashionUnited,high,"FashionUnited archive states the 13-piece capsule launches globally on February 19, 2026.",2026-05-31
Q12026-093,Albaray x Anna Unwin Limited-Edition Collection,Albaray,Anna Unwin,interior stylist,womenswear; apparel,2026-03-12,2026-03-17,United Kingdom; online,United Kingdom,11,,,GBP,Albaray.co.uk; selected retail partners,https://milled.com/albaray.co.uk/albaray-x-anna-unwin-SPgTT6vtpMk9kta-,https://milled.com/albaray.co.uk/albaray-x-anna-unwin-SPgTT6vtpMk9kta- | https://www.theindustry.fashion/albaray-launches-clothing-collaboration-with-interior-stylist-anna-unwin/page/3/,https://www.theindustry.fashion/wp-content/uploads/2026/03/Untitled-design-2026-03-17T104921.213.png,Albaray / Anna Unwin,high,Brand email says the limited-edition collection is here on March 12; trade source confirms 11-piece collaboration.,2026-05-31
Q12026-094,Primark Presents Rita Ora Every Move Counts Activewear Capsule,Primark,Rita Ora,artist / brand ambassador,activewear; athleisure; accessories,2026-01-05,2026-01-06,global Primark stores; click and collect markets,Ireland; United Kingdom,,4.5,,USD,Primark stores; Primark click and collect,https://corporate.primark.com/en-us/a/news/corporate-news/primarks-biggest-activewear-launch-proves-premium-fabrics-fit-and-style-can-be-affordable-and-accessible-to-everyone,https://corporate.primark.com/en-us/a/news/corporate-news/primarks-biggest-activewear-launch-proves-premium-fabrics-fit-and-style-can-be-affordable-and-accessible-to-everyone | https://www.primark.com/en-gb/a/inspiration/fashion-trends/rita-ora-x-primark,,Primark / Rita Ora,high,Official Primark release says the range launches worldwide in stores from January 5 and includes Rita Ora's activewear capsule.,2026-05-31
Q12026-095,Macy's Bar III x Khoboso Nale Knitwear Capsule,Macy's Bar III,Khoboso Nale,designer,knitwear; womenswear; apparel,2026-03-11,2026-03-16,United States; Macy's Herald Square; select stores; online,United States; Lesotho/United States,,,,USD,Macy's Herald Square; select Macy's stores; Macys.com,https://news.fitnyc.edu/2026/03/16/macys-launches-capsule-collection-of-knitwear-designer-khoboso-nale/,https://news.fitnyc.edu/2026/03/16/macys-launches-capsule-collection-of-knitwear-designer-khoboso-nale/,https://news.fitnyc.edu/wp-content/uploads/2026/03/macys-khaboso-feat.png,Macy's / FIT Newsroom,high,FIT Newsroom reports the Bar III capsule nearly sold out during its March 11 launch and is available in store and online.,2026-05-31
Q12026-096,Champion x UNDERCOVER Spring/Summer 2026,Champion,UNDERCOVER,designer brand,apparel; sportswear,2026-02-14,2026-02-13,Japan; online; select global retailers,United States; Japan,,,,,UNDERCOVER; Champion; select retailers,https://hypebeast.com/2026/2/champion-x-undercover-spring-summer-2026-collaboration,https://hypebeast.com/2026/2/champion-x-undercover-spring-summer-2026-collaboration,,Champion / UNDERCOVER / Hypebeast,medium,Hypebeast reports the drop releases February 14; add official retail page in next pass.,2026-05-31
Q12026-097,BAPE x New Era Spring/Summer 2026,A Bathing Ape (BAPE),New Era,headwear brand,headwear; apparel; accessories,2026-02-07,2026-02-05,global BAPE channels; selected New Era channels,Japan; United States,,,,,BAPE; New Era; selected retailers,https://hypebeast.com/2026/2/bape-new-era-ss26-collaboration,https://hypebeast.com/2026/2/bape-new-era-ss26-collaboration,,BAPE / New Era / Hypebeast,medium,Release-media record for SS26 BAPE x New Era capsule; official source still needed.,2026-05-31
Q12026-098,OUR LEGACY WORK SHOP x Goldwin,OUR LEGACY WORK SHOP,Goldwin,outdoor apparel brand,outerwear; apparel; accessories,2026-01-09,2026-01-08,online; select retail,Sweden; Japan,,,,,OUR LEGACY WORK SHOP; Goldwin; select retailers,https://hypebeast.com/2026/1/our-legacy-work-shop-goldwin-collaboration-release-info,https://hypebeast.com/2026/1/our-legacy-work-shop-goldwin-collaboration-release-info,,OUR LEGACY WORK SHOP / Goldwin / Hypebeast,medium,Hypebeast reports the collaboration releases January 9; next pass should recover brand-owned launch page.,2026-05-31
Q12026-099,CLOT x adidas Lunar New Year 2026 Collection,CLOT,adidas,sportswear brand,footwear; apparel,2026-01-31,2026-01-27,global selected retail; online,Hong Kong; Germany,,,,,adidas; CLOT; selected retailers,https://hypebeast.com/2026/1/clot-adidas-lunar-new-year-2026-release-info,https://hypebeast.com/2026/1/clot-adidas-lunar-new-year-2026-release-info,,CLOT / adidas / Hypebeast,medium,Lunar New Year capsule with footwear and apparel; Hypebeast states January 31 release.,2026-05-31
Q12026-100,Kazuki Kuraishi x BAPE Performance All Weather,A Bathing Ape (BAPE),Kazuki Kuraishi,designer,apparel; outerwear; accessories,2026-03-08,2026-03-07,BAPE channels; online,Japan,,,,,BAPE; selected online retailers,https://hypebeast.com/2026/3/best-drops-march-week-1-kazuki-kuraishi-bape,https://hypebeast.com/2026/3/best-drops-march-week-1-kazuki-kuraishi-bape,,BAPE / Kazuki Kuraishi / Hypebeast,medium,Release date taken from Hypebeast weekly drop listing for the Performance All Weather collection.,2026-05-31
Q12026-101,UNDERCOVER x Dickies Spring/Summer 2026,UNDERCOVER,Dickies,workwear brand,apparel; workwear,2026-03-05,2026-03-05,UNDERCOVER channels; online,Japan; United States,,,,,UNDERCOVER; selected retailers,https://hypebeast.com/2026/3/undercover-dickies-spring-summer-2026-collection,https://hypebeast.com/2026/3/undercover-dickies-spring-summer-2026-collection,,UNDERCOVER / Dickies / Hypebeast,medium,Observed availability from Hypebeast publication; official release date should be confirmed.,2026-05-31
Q12026-102,Palace x San Francisco Giants,Palace Skateboards,San Francisco Giants,sports team,apparel; headwear; accessories,2026-02-13,2026-02-12,Palace stores; online; selected regions,United Kingdom; United States,,,,,Palace stores; Palace webstore,https://hypebeast.com/2026/2/best-drops-february-week-2-palace-san-francisco-giants,https://hypebeast.com/2026/2/best-drops-february-week-2-palace-san-francisco-giants,,Palace / San Francisco Giants / Hypebeast,medium,Weekly drop listing includes Palace's San Francisco Giants collaboration for February week 2.,2026-05-31
Q12026-103,Fred Perry x Craig Green Third Collaboration,Fred Perry,Craig Green,designer,apparel; menswear,2026-03-19,2026-03-18,global,United Kingdom,,,,,Fred Perry; selected retailers,https://hypebeast.com/2026/3/craig-green-fred-perry-third-collaboration-release-info,https://hypebeast.com/2026/3/craig-green-fred-perry-third-collaboration-release-info,,Fred Perry / Craig Green / Hypebeast,medium,Hypebeast states the third collaboration drops globally on March 19.,2026-05-31
Q12026-104,MU:DS x BTS Artist-Made Collection,MU:DS,BTS,music artist / group,apparel; caps; accessories,2026-03-20,2026-03-18,online; Korea; global fans,South Korea,14,,,,MU:DS official store; National Museum Foundation of Korea channels,https://hypebeast.com/2026/3/bts-artist-made-collection-release-info,https://hypebeast.com/2026/3/bts-artist-made-collection-release-info,,MU:DS / BTS / Hypebeast,medium,"Collection includes T-shirts, caps and keyrings; A-side treated as official merchandise/apparel brand.",2026-05-31
Q12026-105,Holiday x Call of Duty Capsule Collection,Holiday,Call of Duty / Activision,game IP,apparel; streetwear,2026-03-20,2026-03-18,New York in-store; online,United States,,,,,Holiday store; online store,https://hypebeast.com/2026/3/call-of-duty-holiday-capsule-collection-release-info,https://hypebeast.com/2026/3/call-of-duty-holiday-capsule-collection-release-info,,Holiday / Call of Duty / Hypebeast,medium,Hypebeast lists New York release followed by online drop on March 20.,2026-05-31
Q12026-106,NEIGHBORHOOD x Team Ikuzawa Spring/Summer 2026,NEIGHBORHOOD,Team Ikuzawa,motorsport heritage brand,apparel; accessories,2026-02-21,2026-02-19,online; Japan; selected retail,Japan,,,,,NEIGHBORHOOD; Team Ikuzawa; select retailers,https://hypebeast.com/2026/2/neighborhood-team-ikuzawa-spring-summer-2026-collaboration-release-info,https://hypebeast.com/2026/2/neighborhood-team-ikuzawa-spring-summer-2026-collaboration-release-info,,NEIGHBORHOOD / Team Ikuzawa / Hypebeast,medium,Hypebeast reports a February 21 release for the third collaboration.,2026-05-31
Q12026-107,Anti Social Social Club x G-SHOCK Collaboration,Anti Social Social Club,G-SHOCK,watch / accessories brand,accessories; apparel,2026-02-21,2026-02-20,United States; online,United States; Japan,,,,,Anti Social Social Club online,https://hypebeast.com/2026/2/best-drops-february-week-3-anti-social-social-club-g-shock,https://hypebeast.com/2026/2/best-drops-february-week-3-anti-social-social-club-g-shock,,Anti Social Social Club / G-SHOCK / Hypebeast,medium,Release-media availability record; treated as accessories collaboration because G-SHOCK is the B-side.,2026-05-31
Q12026-108,Dickies x thisisneverthat Spring/Summer 2026,Dickies,thisisneverthat,streetwear brand,workwear; apparel,2026-01-17,2026-01-16,global selected retail; online,United States; South Korea,,,,,Dickies; thisisneverthat; selected retailers,https://hypebeast.com/2026/1/dickies-thisisneverthat-spring-summer-2026-collaboration,https://hypebeast.com/2026/1/dickies-thisisneverthat-spring-summer-2026-collaboration,,Dickies / thisisneverthat / Hypebeast,medium,Hypebeast reports January 17 release of the ongoing workwear collaboration.,2026-05-31
Q12026-109,New Era x Doraemon Collection,New Era,Doraemon,anime / character IP,headwear; apparel; accessories,2026-01-15,2026-01-15,online; selected New Era channels,United States; Japan,30+,,,,New Era channels; selected retailers,https://hypebeast.com/2026/1/new-era-doraemon-collection-collaboration-release-info,https://hypebeast.com/2026/1/new-era-doraemon-collection-collaboration-release-info,,New Era / Doraemon / Hypebeast,medium,More than 30 styles across caps and apparel; Hypebeast reports availability from January 15.,2026-05-31
Q12026-110,WILDSIDE Yohji Yamamoto x NEEDLES,WILDSIDE Yohji Yamamoto,NEEDLES,fashion brand,apparel; tracksuits,2026-01-15,2026-01-14,Japan; online; selected retail,Japan,4,,,,WILDSIDE Yohji Yamamoto; NEEDLES; selected retailers,https://hypebeast.com/2026/1/wildside-yohji-yamamoto-needles-collaboration-release-info,https://hypebeast.com/2026/1/wildside-yohji-yamamoto-needles-collaboration-release-info,,WILDSIDE Yohji Yamamoto / NEEDLES / Hypebeast,medium,Four-piece monochrome tracksuit capsule; Hypebeast reports January 15 release.,2026-05-31
Q12026-111,Barbour x Feng Chen Wang Year of the Horse Capsule,Barbour,Feng Chen Wang,designer,outerwear; apparel,2026-01-10,2026-01-10,Barbour webstore; selected retail,United Kingdom; China/United Kingdom,,,,,Barbour webstore; selected retailers,https://hypebeast.com/2026/1/barbour-feng-chen-wang-year-of-the-horse-capsule-release-info,https://hypebeast.com/2026/1/barbour-feng-chen-wang-year-of-the-horse-capsule-release-info,,Barbour / Feng Chen Wang / Hypebeast,medium,Hypebeast reports the capsule is available via Barbour's webstore; exact first-sale day uses publication date.,2026-05-31
Q12026-112,Paper Planes x NFL Super Bowl 2026 Capsule,Paper Planes,Roc Nation; National Football League (NFL),music company; sports league,apparel; headwear; accessories,2026-02-05,2026-02-05,United States; online; Super Bowl retail,United States,,,,USD,Paper Planes; Fanatics/NFL channels; event retail,https://hypebeast.com/2026/2/roc-nation-paper-planes-nfl-super-bowl-lx-capsule-collection-release-info,https://hypebeast.com/2026/2/roc-nation-paper-planes-nfl-super-bowl-lx-capsule-collection-release-info,,Paper Planes / NFL / Roc Nation / Hypebeast,medium,Super Bowl capsule from Roc Nation's Paper Planes brand and the NFL; verify exact retail channels next pass.,2026-05-31
Q12026-113,Converse x Hello Kitty and Friends with Swarovski,Converse,Hello Kitty and Friends; Swarovski,character IP; crystal brand,footwear; accessories,2026-01-20,2026-01-17,global selected retail; online,United States; Japan; Austria,,,,,Converse; selected retailers,https://hypebeast.com/2026/1/converse-hello-kitty-and-friends-swarovski-collaboration-release-info,https://hypebeast.com/2026/1/converse-hello-kitty-and-friends-swarovski-collaboration-release-info,,Converse / Sanrio / Swarovski / Hypebeast,medium,Hypebeast reports the crystal-covered Converse collaboration launches January 20.,2026-05-31
Q12026-114,Alice + Olivia x PQ Swim Spring Break Capsule,Alice + Olivia,PQ Swim,swimwear brand,swimwear; coverups; apparel,2026-03-03,2026-03-03,online; selected retail,United States,,,,USD,Alice + Olivia; PQ Swim; selected retailers,https://fashionweekdaily.com/alice-olivia-pq-swim-spring-break-collaboration/,https://fashionweekdaily.com/alice-olivia-pq-swim-spring-break-collaboration/,,Alice + Olivia / PQ Swim / Daily Front Row,medium,Fashion-media source reports the spring break capsule launch; official product URL should be added if available.,2026-05-31
Q12026-115,NikeCraft x Tom Sachs ISRU Uniform,NikeCraft,Tom Sachs,artist,apparel; footwear; accessories,2026-02-20,2026-02-19,online; selected retail,United States,,,,USD,NikeCraft / Nike channels; selected retailers,https://hypebeast.com/2026/2/tom-sachs-nikecraft-isru-uniform-release-info,https://hypebeast.com/2026/2/tom-sachs-nikecraft-isru-uniform-release-info,,NikeCraft / Tom Sachs / Hypebeast,medium,Release-media source for apparel/footwear uniform; exact Nike product page should be recovered for high confidence.,2026-05-31
