sampleId,sourcePlatform,keyword,title,audience,scenario,categories,motives,likedCount,collectedCount,commentCount,sharedCount,engagementScore,hasDetail,descExcerpt,commentNeedSignals,suspectedCommercial,capturedAt
xhs_1e707f73aa,小红书,初中生礼物,礼物推荐 | 又是一些超适合送给男生的东西,初高中生,情侣/暧昧送礼,3C数码/配件|服饰鞋包,实用刚需,1597,1293,11,182,3572,yes,之前分享了一些适合用来当礼物的数码设备 没想到收到了那么多人的喜欢和收藏 那这次就再分享一些适合送给男生的东西吧 - 我觉得男生大部分都会对数码科技感兴趣 所以不知道送什么的时候可以往这方面想想 比如机甲风格，或是一些带金属质感的 还可以送一些平时生活中经常会用到的东西 比如刮胡刀，电动牙刷或者鞋子之类的 我想有很多男生应该也都会对鞋子感兴趣 不过我觉得关键还是既要有新意又得实用 毕竟送出去的东西还是希望对方都能用得到 这次分享的我觉得,呜呜要是有100左右的好物就好了[哭惹R] | airpods可以连安卓手机嘛，他是安卓手机 | 想到筹码的这个人是天才 | 第一个充电器可以快充苹果手表吗,yes,2026-06-12
xhs_414148dabc,小红书,初中生礼物,六一送孩子的礼物合集来啦！,初高中生,泛礼物灵感,其他礼物/综合,未显式,651,181,3,55,974,no,,,yes,2026-06-12
xhs_c4b01eb753,小红书,初中生礼物,初中生桌面好物推荐 👍,初高中生,泛礼物灵感,其他礼物/综合,未显式,124,140,9,4,330,no,,,yes,2026-06-12
xhs_949ebbcd53,小红书,初中生礼物,学生党电子产品好物合集⁺.*☆,初高中生,泛礼物灵感,3C数码/配件,实用刚需|仪式感/情绪价值|颜值/可爱,2667,615,16,103,3652,yes,#治愈[话题]# #可爱[话题]# #电子产品[话题]# #好物推荐[话题]# #上学[话题]# #学习[话题]# #古早[话题]# #拍立得[话题]# #好物分享[话题]# #学习好物[话题]#,二年级的女儿喜欢听歌，想买个IPOD，有推荐吗？或者MP3/MP4也可以 | 打印机是拍立得吗？还是要连接手机 | 打印机点买 | 打印机好用吗，楼主大大,yes,2026-06-12
xhs_4c625e3cff,小红书,初中生礼物,请教大家下，十五岁初中生女孩喜欢什么,初高中生,泛礼物灵感,其他礼物/综合,未显式,250,73,198,32,788,no,,,unknown,2026-06-12
xhs_2163b14024,小红书,初中生礼物,13岁初中生，六一送啥礼物🎁呢？？？,初高中生,泛礼物灵感,其他礼物/综合,未显式,224,100,469,9,1305,no,,,unknown,2026-06-12
xhs_1c5cfd3f88,小红书,学生情侣礼物,实用主义，适合情侣的 520 礼物🎁,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,实用刚需,23,15,0,0,42,no,,,unknown,2026-06-12
xhs_28a939b16a,小红书,学生情侣礼物,📝对象送我的各种礼物～我都超级喜欢,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,51,82,22,3,205,no,,,unknown,2026-06-12
xhs_7c2158332c,小红书,学生情侣礼物,🎁小礼物合集｜一些平价可爱的小东西们,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,平价性价比|颜值/可爱,473,319,30,13,966,no,,,yes,2026-06-12
xhs_8f982d6eb3,小红书,学生情侣礼物,📝share｜情侣/朋友赠予的独一无二的礼物,泛学生/同学,情侣/暧昧送礼,定制纪念,实用刚需|仪式感/情绪价值|定制纪念|社交体面,9810,7229,184,372,20133,yes,日子怎么会跟谁过都一样 礼物是爱意的具象化呀 独一无二的礼物会记很久很久 #有意义的礼物[话题]# #手工礼物推荐[话题]# #情侣礼物[话题]# #生日礼物推荐[话题]# #纪念日礼物[话题]# #好物分享[话题]# #实用礼物[话题]# #DIY礼物[话题]# #走心礼物[话题]# #礼物是爱意的具象化[话题]#@薯条队长,报告！超用心整理的第二弹礼物合集来啦 📝share｜情侣/朋友互... | p7求店铺 | 别的不说，对我这个爱拍照发朋友圈的来说，这个我喜欢的要死 | 宝子，我也想问一哈那个灯怎么做～～,yes,2026-06-12
xhs_3620a46a76,小红书,学生情侣礼物,情侣送礼思路🎀情人节小预算实用仪式感篇,大学生,情侣/暧昧送礼,宿舍生活|饰品配件|IP潮玩/玩具|服饰鞋包,平价性价比|实用刚需|仪式感/情绪价值|颜值/可爱,1440,572,78,112,2507,yes,037期💕💕💕 情人节可爱创意礼物篇 具体指南🧭： 1️⃣如果想送对方可爱一点的礼物，可以多多考虑像ip联名这样的礼物，选择对方喜欢的ip这样更不容易出错，就比如像线条小狗、Pingu这样的ip就是送礼的好选择！ 2️⃣如果是预算低的学生情侣，就可以送一些实用的摆件，例如：小音响、小夜灯、情侣马克杯之类的，也可以当成日常小礼物，都可爱又实用！ 3️⃣如果是想送手链、项链之类的饰品当礼物，建议多准备一个特别的包装藏在里面，比如说玩偶或者摆,这个真的很用心！这是一个很.用心的礼物创意，把你们的故事写成歌发布到网易云，做成一碰就响的相框，很多人都很喜欢[红色心形R] | 萌萌哒[飞吻R] | 米米嘟[飞吻R] | 平安扣才一张,unknown,2026-06-12
xhs_e58c7231f1,小红书,学生情侣礼物,情侣互送礼物四送四不送,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,141,71,12,17,282,no,,,unknown,2026-06-12
xhs_dc6931680a,小红书,学生情侣礼物,大学生情侣送礼物的100个小方案（8/100）,大学生,情侣/暧昧送礼,其他礼物/综合,未显式,461,228,13,24,819,no,,,unknown,2026-06-12
xhs_da6c05673a,小红书,学生情侣礼物,💕大学生情侣的100件走心礼物1️⃣,大学生,情侣/暧昧送礼,其他礼物/综合,未显式,35,6,3,0,48,no,,,unknown,2026-06-12
xhs_3645f3fd18,小红书,学生情侣礼物,大学生情侣 百元内礼物分享,大学生,情侣/暧昧送礼,3C数码/配件|文具手账|饰品配件|IP潮玩/玩具|定制纪念|服饰鞋包,平价性价比|实用刚需|仪式感/情绪价值|颜值/可爱|定制纪念,1660,474,29,55,2416,yes,马上要到双旦啦 给泽哥准备了一个抠抠乐 都是百元内的平价礼物 大家可以参考一下！男生女生都可以哦！ 🈚️广❕❕每个都是比较实用的！！ 1️⃣盲盒 60💰 首先这个盒子大小就特别适合！然后大家可以选择对方喜欢的动漫角色！现在基本上的一些IP都有盲盒！可以给他买未拆盒的确认款 让他感觉有种心想事成的感觉！🥰 2️⃣DIY定制挂件 40💰 刷到了一个做车载挂件之类滴胶的大哥 找他定做了一个挂件 哈哈哈哈哈又土又精致 非常喜欢 以后有车可以挂在,请问盲盒是哪家的 | 情侣项链哪家店的呀，好可爱 | p2的盒子有链接吗[皱眉R] | 可以问一下那个照片怎么弄的嘛[害羞R][害羞R],yes,2026-06-12
xhs_f11fa84fc9,小红书,学生情侣礼物,热恋期情侣互送的14个惊喜小礼物,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,53,30,2,6,105,no,,,unknown,2026-06-12
xhs_086c2c0308,小红书,学生情侣礼物,增进情侣之间感情的50个小礼物🎁,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,160,187,1,19,433,no,,,unknown,2026-06-12
xhs_aa06c0df5f,小红书,学生情侣礼物,520“实用派”送礼好物清单（🈚️广）,泛学生/同学,开学/返校,宿舍生活|个护香氛|服饰鞋包,实用刚需|颜值/可爱,691,320,21,67,1249,yes,一些自用和送礼都受到好评的产品 高颜值的同时也能让对方实实在在地用上 才是我觉得让人暖心的礼物 清单如下： · stanley水杯 · Tom Ford香水 ·chanel发丝喷雾 ·dyson吹风机 ·大疆pocket 4 ·dior墨镜 ·dior 高光盘 ·miumiu 帆布包 ·拉夫劳伦帽子 #礼物推荐[话题]# #让好物成为礼物[话题]# #好物分享[话题]# #年度好物推荐[话题]# #提升生活品质好物分享[话题]# #我的,太多同款了 发喷给到夯 | 这个帽子哪里买啊 | 帽子不错，好看 | 这个miumiu1000？ 不止吧,yes,2026-06-12
xhs_b6ce63e2d6,小红书,学生情侣礼物,拒绝烂大街！99%女生没收到过的小众礼物清单,泛学生/同学,开学/返校,其他礼物/综合,实用刚需|颜值/可爱,513,259,38,33,974,no,,,unknown,2026-06-12
xhs_8711ade041,小红书,学生情侣礼物,1000个异地情侣送礼物小思路（3）,泛学生/同学,情侣/暧昧送礼,IP潮玩/玩具|定制纪念|服饰鞋包,平价性价比|定制纪念,2864,2425,18,133,6251,yes,我会提供1000个异地送礼物小思路—巧用NFC 一个NFC芯片贴只需几毛钱，就可以收获不一样的快乐[哇R] [种草R]只需要将代码写入芯片，手机碰一碰NFC芯片，就可以播放音乐，视频… 思路[一R]：照片＋NFC+视频→会动的照片 NFC贴在照片背后，碰一碰照片，跟对象一起去玩拍的视频🥳就会跳出页面 瞬间照片动了起来，美好的回忆从脑海深处被唤醒[萌萌哒R] 毕竟随着时间的流逝，记忆可能慢慢模糊，照片附加视频更容易把美好的一刻[两颗心R],全网最全的NFC跳转页面教程，真滴没人看嘛[哭惹R]那我真会伤心 | b站的写入，无法跳转到视频啊[害羞R][害羞R][害羞R] | nfc芯片哪里买 | 这个只要是nfc都可以做出来吧，网上商家说不知道行不行，他们只会弄音乐进去,yes,2026-06-12
xhs_bffc990ff7,小红书,学生情侣礼物,并不是物质，是为了让爱留下痕迹,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,225,61,9,13,341,no,,,unknown,2026-06-12
xhs_ad846d2a9a,小红书,学生情侣礼物,04女大｜生活费2k5自用好物分享,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,183,63,14,13,311,no,,,unknown,2026-06-12
xhs_68f990e558,小红书,学生情侣礼物,情侣礼物🎁送他/她一本属于你们自己的书📖,泛学生/同学,情侣/暧昧送礼,文具手账|定制纪念|服饰鞋包,定制纪念,3801,2255,8,212,7066,yes,一个笑容、一句话、一个不经意的举动，看似琐碎的瞬间也是爱的理由、爱的见证。你们的爱❤️那么美好，理应被铭记和歌颂。 每一笔填写，都是一次见证； 每一次翻阅，都是一次爱的成长。 📖书名：《我爱你100个瞬间》 📝作者【美】卡拉·科瓦奇：情感达人，致力于帮助人们获取爱❤️、建立连接、接纳自我、开启🔛幸福人生 书中共包含100个爱情问题，读者只需作答即可，解决了想给对方写信却无从下笔的烦恼。而且在回答问题的过程中，会让你回忆起潜藏在大脑深处的,评论说问题有很多重复的 真的嘛[皱眉R] | 哪里购买 | @Page.No.1,yes,2026-06-12
xhs_1ee2f3e744,小红书,学生情侣礼物,实用➕平价的情人节送礼清单🎁,泛学生/同学,开学/返校,其他礼物/综合,平价性价比|实用刚需,28,26,3,2,70,no,,,unknown,2026-06-12
xhs_5629e4e1b5,小红书,男朋友礼物 学生党,男生角度最想收到的礼物,泛学生/同学,情侣/暧昧送礼,3C数码/配件|个护香氛|食品零食|服饰鞋包|运动户外,实用刚需|仪式感/情绪价值|颜值/可爱,2239,892,52,229,3845,yes,🎮 游戏机 男生心里都有一台属于自己的游戏机，它不只是打游戏的工具，更是和兄弟们联机的快乐。要是有人送，基本等于直接拿捏。 📷 运动相机 能记录旅途和运动瞬间的运动相机，男生收到一定超开心。尤其是拍到自己帅气的一面，那种满足感，谁懂谁懂。 🚗车载香薰 送男生礼物，香味是个很妙的选择。因为对男生来说，嗅觉记忆特别长久，一旦和你关联，就很难忘掉。如果觉得送他香水太招摇，可以送他一个车载香薰，金属海浪的造型，有顺风顺水的好寓意，香味是春雨清茶,要送就送这些 ROG 9pro 12+512 ROG 魔霸9X 亿堆我爱吃的零食 Xbox手柄 雷神手柄 ROG手柄 前行者鼠标+键盘 联想拯救者显示器 Ps5 | 有和三角洲适配的手柄吗，男友喜欢玩这个游戏但我不太了解 | 如果男生在这方面什么都不缺怎么办，男朋友家庭优沃[扶墙R] | 为什么男生会喜欢收到香水，我以为只有女生喜欢,yes,2026-06-12
xhs_894a404760,小红书,男朋友礼物 学生党,100种礼物清单🎁适合送男生的礼物,初高中生,开学/返校,3C数码/配件|服饰鞋包,平价性价比|实用刚需|颜值/可爱,6415,2189,62,482,10107,yes,#男生生日礼物[话题]# #实用礼品[话题]# #男生的兴趣爱好[话题]# #送男朋友的礼物[话题]# #愿望清单[话题]# #生日礼物推荐[话题]# #男士礼物[话题]# #实用礼物[话题]# #小众礼物[话题]# #送礼指南[话题]#,我对象打go打瓦的但我又不打电脑游戏这些也不了解，他再过几个月就19岁了今年就高考了，平时穿鞋穿衣也是nike的，他平时吃穿也不缺我想提前五个月筹划一下刚好单招 | 本人初中生，送一个关系还好的男同学这个生日礼物可以嘛，他去年送了我个娃娃[微笑R]不会太low吧[哭惹R][失望R][哭惹R] | 男朋友大我好几岁，而且已经工作，经济也挺好的，每天商务局应酬什么的，但是我还只是个学生，经济有限，在一起第一年他的生日，不知道送什么，因为感觉他什么也不缺，而且 | 送鞋子啊[捂脸R]而且我当时找人买的贼便宜,yes,2026-06-12
xhs_b4de987acd,小红书,男朋友礼物 学生党,🫶恋爱11年，他很满意的礼物分享。,泛学生/同学,开学/返校,3C数码/配件|个护香氛|定制纪念|服饰鞋包|运动户外,实用刚需|定制纪念,4774,3039,155,215,9356,yes,infj真的很会且很爱送礼物～ 给姐妹们一些男生送礼思路参考。 #淡人日记[话题]# #礼物是爱意的具象化[话题]##男生礼物[话题]# #新年礼物[话题]# #男朋友礼物[话题]# #千元礼物[话题]# #情人节礼物[话题]# #无广分享[话题]#,想看他这十一年给你送的满意礼物清单 | 怎么看礼物又刷到同担 | 拐姐双肩包有没有好背的，能放pad[害羞R] | 请问鸟家的包是什么型号,yes,2026-06-12
xhs_5853917294,小红书,男朋友礼物 学生党,情人节送男朋友礼物🎁,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,120,22,37,22,255,no,,,unknown,2026-06-12
xhs_32ec19f927,小红书,男朋友礼物 学生党,实用主义者送给家属的礼物清单,泛学生/同学,开学/返校,3C数码/配件|个护香氛|服饰鞋包,实用刚需|颜值/可爱,3656,2046,44,146,6622,yes,前几天有电子姐妹建议我分享下送给家属的礼物，盘了一周，以下是本实用主义者精挑细选，能融入生活真正被用到，能用很久的东西，九宫格只能放这些就先这些吧 （不一定是这个品牌，但提供一些参考方向 ■Apple watch ■理光相机 胶片机 ■骨传导耳机 bose/韶音 ■ OW Lab Spring 键盘 ■Aesop空气香氛/perfume h woodland ■萨洛蒙鞋 ■孤独星球攻略 ■Bally钱包 ■Aesop洗手液 护手霜 #永,键盘怎么才能get | 孤独星球合集在哪买的呢 | 香水好闻吗 | 许愿成功，感谢波子采纳这个主题！这就挑挑看！,yes,2026-06-12
xhs_0412633f71,小红书,男朋友礼物 学生党,一岁一礼 给男朋友准备的礼物,大学生,情侣/暧昧送礼,服饰鞋包,仪式感/情绪价值,4603,3392,67,170,9401,yes,一岁一礼，一寸欢喜。 每长大一岁都是礼物，成长是上天赐予的礼物，每一年都应该过的快乐，怀着真诚的心，度过每一岁并与之共同成长。 给男友准备的一点点惊喜❤️ #一岁一礼[话题]# #生日[话题]# #男孩子也需要仪式感[话题]# #生日惊喜[话题]# #送给男票的礼物[话题]# #属于男生的浪漫[话题]#,自己整理的超级齐全，无偿 | 像这种3岁袜子套盒 11岁睡衣这种 应该是送他们那个年纪穿的码数还是说他现在这个年纪穿的码数 | 准备了这些[派对R] | 男朋友不抽烟不喝酒，我可以送什么呢？[微笑R],unknown,2026-06-12
xhs_843733a3b5,小红书,男朋友礼物 学生党,让男朋友开出红的事顺手就做了,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,364,134,24,19,614,no,,,unknown,2026-06-12
xhs_3645f3fd18,小红书,男朋友礼物 学生党,大学生情侣 百元内礼物分享,大学生,情侣/暧昧送礼,3C数码/配件|文具手账|饰品配件|IP潮玩/玩具|定制纪念|服饰鞋包,平价性价比|实用刚需|仪式感/情绪价值|颜值/可爱|定制纪念,1660,474,29,55,2416,yes,马上要到双旦啦 给泽哥准备了一个抠抠乐 都是百元内的平价礼物 大家可以参考一下！男生女生都可以哦！ 🈚️广❕❕每个都是比较实用的！！ 1️⃣盲盒 60💰 首先这个盒子大小就特别适合！然后大家可以选择对方喜欢的动漫角色！现在基本上的一些IP都有盲盒！可以给他买未拆盒的确认款 让他感觉有种心想事成的感觉！🥰 2️⃣DIY定制挂件 40💰 刷到了一个做车载挂件之类滴胶的大哥 找他定做了一个挂件 哈哈哈哈哈又土又精致 非常喜欢 以后有车可以挂在,请问盲盒是哪家的 | 情侣项链哪家店的呀，好可爱 | p2的盒子有链接吗[皱眉R] | 可以问一下那个照片怎么弄的嘛[害羞R][害羞R],yes,2026-06-12
xhs_1d9b4d55c2,小红书,男朋友礼物 学生党,不是我说……应该没有男孩子能拒绝介个 吧！！,边缘低龄/教师奖励,情侣/暧昧送礼,3C数码/配件|IP潮玩/玩具|服饰鞋包,平价性价比|实用刚需|颜值/可爱,2620,960,50,180,4238,yes,漫威家这款耳机尊嘟太酷啦 是可以旋转的指尖陀螺耳机诶 转动的时候还自带氛围灯 好炫酷 音质和续航都还挺不错的 不用的时候可以当个解压小玩具 礼盒的包装 送礼也嘎嘎合适 #平价生日礼物[话题]# #每天都有值得记录的瞬间[话题]# #对小学生来说有点幼稚[话题]# #实用礼物[话题]# #漫威[话题]# #好物分享[话题]##耳机[话题]# #蓝牙耳机[话题]# #男生礼物[话题]# #新奇特玩具[话题]#,啊啊啊学生党太贵了[哭惹R] | 怎么买 | 在哪买？ | 哪里买啊,yes,2026-06-12
xhs_2c41472d56,小红书,男朋友礼物 学生党,女大学生送男朋友礼物合集分享🎁,大学生,情侣/暧昧送礼,其他礼物/综合,未显式,343,70,17,18,495,no,,,yes,2026-06-12
xhs_83d575ca65,小红书,男朋友礼物 学生党,送给男生会开心到原地起飞的礼物!!!🚧💡,泛学生/同学,情侣/暧昧送礼,宿舍生活|IP潮玩/玩具|服饰鞋包,实用刚需|颜值/可爱,3149,1149,47,364,5282,yes,挑了好久送给男生的礼物 终于找到满意的了 姐妹们可以直接抄作业！ 就是这个巴斯光年路障灯🚧 包装敲精致 送礼嘎嘎有排面！ 巴斯光年身上的细节都很还原✨ 放在家里看起来像个手办一样 实际上是个台灯！还能当夜灯使用 好看又实用的礼物真的很难拒绝哇🎁 #七夕礼物[话题]# #生日礼物[话题]# #礼物推荐[话题]# #男生礼物[话题]# #送男朋友礼物[话题]# #小众礼物[话题]# #巴斯光年[话题]# #巴斯光年路障灯[话题]# #玩具总,怎么买 | 价格侠[哭惹R] | 好有创意的台灯[偷笑R] | 好好好你是懂男生的[doge],yes,2026-06-12
xhs_0090ecf5c0,小红书,男朋友礼物 学生党,打篮球的男生无法拒绝的礼物🏀,泛学生/同学,开学/返校,3C数码/配件|宿舍生活|饰品配件|IP潮玩/玩具|服饰鞋包|运动户外,实用刚需|仪式感/情绪价值,1519,677,34,83,2591,yes,送爱打篮球的男生这样的礼物，就等着挨夸吧 【运动手环】-随时监测运动状态，可以按自己的预算选择 【篮球鞋】-球鞋这一类的话，可以按照他的喜好送他喜欢球星的同款球鞋 【运动护膝】-是很实用的运动护具 【篮球袜】-篮球袜可以说是日常消耗品了，送这个超实用 【运动水杯】-打球运动喝水也是必备，带着方便 适用于多种场景 【球队金章】-NBA联名的黄金挂件，谁能拒绝把喜欢的球队挂包上呢！做钥匙扣也不错！ 【篮球包】-大容量超实用 【NBA联名首饰,护膝有没有推荐的呀？ | 图二这个球鞋喜欢库里的男生一定喜欢吗？他一般是得分后卫 | 音速猫全能包可以看看，感觉挺适合运动男生 | 卧槽 推的好是时候,yes,2026-06-12
xhs_0b16453947,小红书,男朋友礼物 学生党,200左右❗送5-18岁男孩的生日礼物合集🎁,初高中生,开学/返校,3C数码/配件|文具手账|定制纪念|运动户外,实用刚需|仪式感/情绪价值|定制纪念,1410,433,112,167,2446,yes,生日礼物 📣来咯来咯❗200左右❗适合送5-18岁男孩的生日礼物合集大公开🎈 ✨99%的男孩无法拒绝的礼物🎁 ✨免费刻字，定制专属祝福，还可以刻上他的名字，整套帮您搭配好❗ —————🎀🎀🎀🎀————— 👧礼物合集清单： 🌻￥128熊有成竹礼盒🎁 🌻￥368熊有成竹长藤编礼盒🎁 🌻￥148抱抱鸭礼盒🎁 🌻￥258宫崎骏龙猫礼盒🎁 🌻￥208太空人礼盒🎁 🌻￥328熊有成竹方藤编礼盒🎁 🌻￥158宇航员礼盒🎁 🌻￥188月光灯塔礼盒🎁 🌻,你好 | 你好，所有礼物的链接分享下 | 宇航员那个都有些什么？ | 快乐狗链接发一下,yes,2026-06-12
xhs_38aab4abbc,小红书,男朋友礼物 学生党,不贵！但可以哄大猪蹄子开心…,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,79,19,12,3,131,no,,,unknown,2026-06-12
xhs_011407b6e6,小红书,男朋友礼物 学生党,送男友礼物合集,泛学生/同学,情侣/暧昧送礼,3C数码/配件|宿舍生活|个护香氛|饰品配件|服饰鞋包,实用刚需,2859,889,49,168,4364,yes,又快过节啦 每一个都很实用 按需送🎁 1️⃣电子类：switch、ps5、手柄、鼠标、游戏卡带 耳机、备用手机、手表、吹风机（给米粉买全是小米） 2️⃣车载：小米无线车充399、车载香薰、冰垫、收纳箱 （p4的车载香薰颜值很高、非常有质感是他喜欢的雪松的香味，喜欢木质香的可以试试） 3️⃣穿搭：情侣装、防晒衣、睡衣、斜挎包、鞋子、冲锋衣 4️⃣其他：香水、戒指、水杯、鼻毛修剪器、四件套、电动车手套🧤、德州筹码（slowplay的质感在同,请问手柄买什么好呀？预算1000以内 | switch 2800？ | 问题是 他有ps5 switch也有，香水他都不怎么喷了，平时衣服裤子也是我买的，我们还没买车[失望R]真的不知道送啥了 | 这款小米的手环好用嘛[萌萌哒R]我也想给男朋友换个手环，但是不知道选哪款[捂脸R]也是米粉,yes,2026-06-12
xhs_4553b92019,小红书,男朋友礼物 学生党,我就是那个很会挑礼物的女朋友。,泛学生/同学,情侣/暧昧送礼,饰品配件|服饰鞋包,平价性价比|仪式感/情绪价值,2231,874,55,86,3606,yes,记录一下 这11年送家属的礼物们。 各价位都有 #男生礼物[话题]# #提高生活幸福感的好物[话题]# #男朋友礼物[话题]# #情人节礼物[话题]# #男生千元礼物[话题]# #百元礼物推荐[话题]# #520礼物[话题]#,我家大狗子的 | 鸟的包是在实体店买的吗 | 蹲蹲斜挎包型号 | 手表是哪款啊,yes,2026-06-12
xhs_1d8c4e81b4,小红书,男朋友礼物 学生党,能让男朋友主动发朋友圈🎁炫耀了三天三夜的,大学生,情侣/暧昧送礼,宿舍生活|饰品配件,仪式感/情绪价值|社交体面,2124,1135,25,75,3761,yes,还在为🎁发愁吗？ 看完这篇让你不再犯难 #备婚[话题]# #甜甜的恋爱[话题]# #情侣[话题]# #让男友瞬间上头[话题]# #男朋友也需要仪式感[话题]# #恋爱要有仪式感[话题]# #情侣礼物[话题]# #恋爱日常[话题]# #恋爱[话题]# #送男朋友的礼物[话题]# #礼物[话题]# #仪式感礼物[话题]# #情人节礼物大赏[话题]#,我打算给男朋友折一罐星星[偷笑R]他还有10多天生日。男生会喜欢这种吗 | 送戒指男生会喜欢吗？ | 博主，我男朋友是那种乖乖的，然后很腼腆，今年上大学，不知道送什么 | 这个创意太戳我了！把.故事写成歌，再.封装成可以扫码听的相框，这完全就是我的“老本行”。从沟通灵感到完成作品，整个过程就像在打造一件声音的珍宝。[玫瑰R],unknown,2026-06-12
xhs_ec602d9b7f,小红书,女朋友礼物 学生党,超详细高中生送礼指南（平价无广）,初高中生,情侣/暧昧送礼,食品零食|服饰鞋包,平价性价比|实用刚需,5852,2399,13,136,9200,yes,大家是不是经常不知道送朋友什么礼物？身为高中生又预算有限，害怕送不到朋友喜欢的礼物🎁 希望这份送礼指南可以帮助到你！包含送礼思路，送礼类型，还有如何包装[红色心形R]全程无广！ #平价生日礼物[话题]# #礼物送女生[话题]# #生日礼物推荐[话题]# #女生生日礼物[话题]# #平价实用好物分享[话题]# #高中[话题]# #礼物[话题]#,手工类的怎么选哇[哭惹R] | 猎罪图鉴！ | 这么全这么实用 | 想要那个巧克力的链接[害羞R][萌萌哒R],yes,2026-06-12
xhs_3620a46a76,小红书,女朋友礼物 学生党,情侣送礼思路🎀情人节小预算实用仪式感篇,大学生,情侣/暧昧送礼,宿舍生活|饰品配件|IP潮玩/玩具|服饰鞋包,平价性价比|实用刚需|仪式感/情绪价值|颜值/可爱,1440,572,78,112,2507,yes,037期💕💕💕 情人节可爱创意礼物篇 具体指南🧭： 1️⃣如果想送对方可爱一点的礼物，可以多多考虑像ip联名这样的礼物，选择对方喜欢的ip这样更不容易出错，就比如像线条小狗、Pingu这样的ip就是送礼的好选择！ 2️⃣如果是预算低的学生情侣，就可以送一些实用的摆件，例如：小音响、小夜灯、情侣马克杯之类的，也可以当成日常小礼物，都可爱又实用！ 3️⃣如果是想送手链、项链之类的饰品当礼物，建议多准备一个特别的包装藏在里面，比如说玩偶或者摆,这个真的很用心！这是一个很.用心的礼物创意，把你们的故事写成歌发布到网易云，做成一碰就响的相框，很多人都很喜欢[红色心形R] | 萌萌哒[飞吻R] | 米米嘟[飞吻R] | 平安扣才一张,unknown,2026-06-12
xhs_3041308823,小红书,女朋友礼物 学生党,分享一些适合送给朋友的生日礼物78.0🎁,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,平价性价比|仪式感/情绪价值|颜值/可爱,927,344,4,38,1439,yes,#平价生日礼物[话题]# #女生生日礼物[话题]# #可爱好物[话题]# #小众礼物[话题]# #高颜值礼物[话题]# #提升幸福感的小物[话题]# #创意礼物[话题]# #闺蜜礼物[话题]# #礼物送女生[话题]# #家中好物真心话小会[话题]#,我也在给闺闺找礼物，姐妹们有推荐的可以发我评论区吗[害羞R][害羞R] | 谁懂啊，把自己的经历写成歌，做成相框扫码就能听，每一句都很戳.心 5[飞吻R] | 我给我孩子买了这个手表，他真的很喜欢,yes,2026-06-12
xhs_28a939b16a,小红书,女朋友礼物 学生党,📝对象送我的各种礼物～我都超级喜欢,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,51,82,22,3,205,no,,,unknown,2026-06-12
xhs_7c2158332c,小红书,女朋友礼物 学生党,🎁小礼物合集｜一些平价可爱的小东西们,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,平价性价比|颜值/可爱,473,319,30,13,966,no,,,yes,2026-06-12
xhs_1e719bcf86,小红书,女朋友礼物 学生党,18款超用心的diy礼物,泛学生/同学,情侣/暧昧送礼,文具手账|饰品配件|IP潮玩/玩具|定制纪念|食品零食,仪式感/情绪价值|定制纪念,742,331,6,63,1278,yes,谈了恋爱才发现，真正戳心的从来不是银行卡余额 而是那种「我懂你在想什么」的心有灵犀！ 我们家有个不成文的规定：惊喜不看价格，走心才是王道✨ 🌼可能是下班路上随手采的野花（小雏菊真的超治愈） 📝可能是熬夜写的手写信（字丑但情意重） 🍫甚至是我随口提过的零食，他默默记下然后某天突然变出来... 这些看似微不足道的小细节 反而让平凡的日常变得闪闪发光 现在觉得恋爱最好的状态大概是： 不用等到情人节纪念日，普通日子也能过成甜蜜日 毕竟最珍贵的从,给男朋友的[害羞R] | 请问一下手链哪里有啊 | 录音玩偶有链接吗 | CDD相机求一下,yes,2026-06-12
xhs_09778b50a3,小红书,女朋友礼物 学生党,女朋友礼物清单！,泛学生/同学,开学/返校,其他礼物/综合,实用刚需,643,413,11,26,1240,no,,,unknown,2026-06-12
xhs_59b81ae34b,小红书,女朋友礼物 学生党,异地恋一定要送的保鲜小礼物！让距离变甜,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,563,235,7,22,915,no,,,unknown,2026-06-12
xhs_b6ce63e2d6,小红书,女朋友礼物 学生党,拒绝烂大街！99%女生没收到过的小众礼物清单,泛学生/同学,开学/返校,其他礼物/综合,实用刚需|颜值/可爱,513,259,38,33,974,no,,,unknown,2026-06-12
